index,Title,Summary,Enrollment,Stars,Link,Website
180,Docker and Kubernetes: The Complete Guide,"Build, test, and deploy Docker applications with Kubernetes while learning production-style development workflows",149882,4.7,https://www.udemy.com/course/docker-and-kubernetes-the-complete-guide/,Udemy
181,Practical Web Design & Development: 7 Courses in 1,"Master in Practical Web design and development using Photoshop, HTML5, CSS3, and more.",149125,4.3,https://www.udemy.com/course/learn-web-design-html-css-adobe-photoshop/,Udemy
182,Programming with Python : HandsOn Introduction for Beginners,Eliminate roadblocks to learn programming: Start writing your own programs in Python 3 from scratch,148891,4.3,https://www.udemy.com/course/python-programming-beginners/,Udemy
183,Selenium WebDriver with Java -Basics to Advanced+Frameworks,"""TOP RATED (BEST SELLER) #1 Master SELENIUM java course"" -5 Million students learning worldWide with great collaboration",148562,4.6,https://www.udemy.com/course/selenium-real-time-examplesinterview-questions/,Udemy
184,The Complete Android N Developer Course,"Learn Android App Development with Android 7 Nougat by building real apps including Uber, Whatsapp and Instagram!",145069,4.4,https://www.udemy.com/course/complete-android-n-developer-course/,Udemy
185,Ultimate AWS Certified Developer Associate 2020 - NEW!,Become an AWS Certified Developer! Learn all Amazon Web Services Developer topics. PASS the AWS Certified Developer Exam,141670,4.7,https://www.udemy.com/course/aws-certified-developer-associate-dva-c01/,Udemy
186,"Complete SQL Bootcamp with MySQL, PHP & Python","Master yourself in SQL, do practical projects with MySQL, PHP and Python",141013,4.1,https://www.udemy.com/course/complete-sql-bootcamp-with-mysql-php-python/,Udemy
187,Creative Problem Solving,University of Minnesota,140000,4.3,https://www.coursera.org/,Coursera
188,Creative Writing,Wesleyan University,140000,4.6,https://www.coursera.org/,Coursera
189,Cybersecurity and Its Ten Domains,University System of Georgia,140000,4.2,https://www.coursera.org/,Coursera
190,Data Mining,University of Illinois at Urbana-Champaign,140000,4.4,https://www.coursera.org/,Coursera
191,Data Science Math Skills,Duke University,140000,4.5,https://www.coursera.org/,Coursera
192,Data Warehousing for Business Intelligence,University of Colorado System,140000,4.5,https://www.coursera.org/,Coursera
193,Digital Product Management,University of Virginia,140000,4.7,https://www.coursera.org/,Coursera
194,Full-Stack Web Development with React,The Hong Kong University of Science and Technology,140000,4.7,https://www.coursera.org/,Coursera
195,"GIS, Mapping, and Spatial Analysis",University of Toronto,140000,4.8,https://www.coursera.org/,Coursera
196,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,140000,3.3,https://www.coursera.org/,Coursera
197,IBM AI Engineering,IBM,140000,4.6,https://www.coursera.org/,Coursera
198,Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,140000,4.7,https://www.coursera.org/,Coursera
199,Introduction to Personal Branding,University of Virginia,140000,4.4,https://www.coursera.org/,Coursera
200,Mathematics for Machine Learning: Linear Algebra,Imperial College London,140000,4.7,https://www.coursera.org/,Coursera
201,Science of Exercise,University of Colorado Boulder,140000,4.8,https://www.coursera.org/,Coursera
202,Writing in the Sciences,Stanford University,140000,4.9,https://www.coursera.org/,Coursera
203,Artificial Intelligence A-Z™: Learn How To Build An AI,"Combine the power of Data Science, Machine Learning and Deep Learning to create powerful AI for Real-World applications!",139477,4.3,https://www.udemy.com/course/artificial-intelligence-az/,Udemy
204,The Complete Web Developer in 2020: Zero to Mastery,"Learn to code and become a Web Developer in 2020 with HTML, CSS, Javascript, React, Node.js, Machine Learning & more!",138822,4.7,https://www.udemy.com/course/the-complete-web-developer-zero-to-mastery/,Udemy
205,"Vue - The Complete Guide (w/ Router, Vuex, Composition API)",Vue.js is an awesome JavaScript Framework for building Frontend Applications! VueJS mixes the Best of Angular + React!,138636,4.7,https://www.udemy.com/course/vuejs-2-the-complete-guide/,Udemy
206,Data Analysis with Pandas and Python,Analyze data quickly and easily with Python's powerful pandas library! All datasets included --- beginners welcome!,136428,4.7,https://www.udemy.com/course/data-analysis-with-pandas/,Udemy
207,"Machine Learning, Data Science and Deep Learning with Python","Complete hands-on machine learning tutorial with data science, Tensorflow, artificial intelligence, and neural networks",134241,4.5,https://www.udemy.com/course/data-science-and-machine-learning-with-python-hands-on/,Udemy
208,"HTML, JavaScript, & Bootstrap - Certification Course","A Comprehensive Guide for Beginners interested in learning HTML, JavaScript, & Bootstrap. Build Interactive Web Pages.",134057,4.3,https://www.udemy.com/course/html-javascript-bootstrap-certification-course/,Udemy
209,Selenium WebDriver Training with Java and Many Live Projects,"#1 TOP RATED, BEST SELLER Course on SELENIUM, Trusted by 3,00,000+ students with Many Live Projects & Frameworks",133160,4.5,https://www.udemy.com/course/selenium-training/,Udemy
210,Python and Django Full Stack Web Developer Bootcamp,"Learn to build websites with HTML , CSS , Bootstrap , Javascript , jQuery , Python 3 , and Django!",130584,4.5,https://www.udemy.com/course/python-and-django-full-stack-web-developer-bootcamp/,Udemy
211,The Complete React Native + Hooks Course [2020 Edition],"Understand React Native v0.62.2 with Hooks, Context, and React Navigation.",130527,4.6,https://www.udemy.com/course/the-complete-react-native-and-redux-course/,Udemy
212,A Crash Course in Data Science,Johns Hopkins University,130000,4.5,https://www.coursera.org/,Coursera
213,AWS Fundamentals,Amazon Web Services,130000,4.6,https://www.coursera.org/,Coursera
214,"Cameras, Exposure, and Photography",Michigan State University,130000,4.7,https://www.coursera.org/,Coursera
215,Data Visualization and Communication with Tableau,Duke University,130000,4.7,https://www.coursera.org/,Coursera
216,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,130000,4.8,https://www.coursera.org/,Coursera
217,English for Journalism,University of Pennsylvania,130000,4.8,https://www.coursera.org/,Coursera
218,Epidemiology: The Basic Science of Public Health,The University of North Carolina at Chapel Hill,130000,4.6,https://www.coursera.org/,Coursera
219,Introduction to Corporate Finance,University of Pennsylvania,130000,4.6,https://www.coursera.org/,Coursera
220,Model Thinking,University of Michigan,130000,4.8,https://www.coursera.org/,Coursera
221,Social Media Marketing,Northwestern University,130000,4.6,https://www.coursera.org/,Coursera
222,The Addicted Brain,Emory University,130000,4.6,https://www.coursera.org/,Coursera
223,The Bits and Bytes of Computer Networking,Google,130000,4.7,https://www.coursera.org/,Coursera
224,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,130000,4.8,https://www.coursera.org/,Coursera
225,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,130000,4.9,https://www.coursera.org/,Coursera
226,Learn Ruby on Rails from Scratch,A complete guide to master Ruby and Rails framework,124934,4.2,https://www.udemy.com/course/learn-ruby-on-rails-from-scratch/,Udemy
227,C# Basics for Beginners: Learn C# Fundamentals by Coding,"Master C# fundamentals in 6 hours - The most popular course with 50,000+ students, packed with tips and exercises!",124918,4.5,https://www.udemy.com/course/csharp-tutorial-for-beginners/,Udemy
228,CSS3 and Bootstrap for Absolute Beginners : 4 courses in 1,"Learn CSS3, Bootstrap from Scratch using step by step process",122826,4,https://www.udemy.com/course/learn-css-and-bootstrap-from-scratch/,Udemy
229,The Complete Android Kotlin Developer Course,"Learn how to build 17 online games, and apps for Android Q, like Pokémon , twitter,Tic Tac Toe, and notepad using Kotlin",122438,4,https://www.udemy.com/course/the-complete-kotlin-developer-course/,Udemy
230,Complete C# Unity Game Developer 3D,"Design & Develop Video Games. Learn C# in Unity Engine. Code Your first 3D Unity games for web, Mac & PC.",121770,4.6,https://www.udemy.com/course/unitycourse2/,Udemy
231,Python Programming for Beginners in Data Science,"This Python for beginners course teaches you ""just enough"" python training online with Python 3 for Data Science",121762,4.4,https://www.udemy.com/course/just-enough-python/,Udemy
232,Android App Development,Vanderbilt University,120000,4.5,https://www.coursera.org/,Coursera
233,Business English Communication Skills,University of Washington,120000,4.7,https://www.coursera.org/,Coursera
234,Code Yourself! An Introduction to Programming,The University of Edinburgh,120000,4.7,https://www.coursera.org/,Coursera
235,Creative Writing: The Craft of Plot,Wesleyan University,120000,4.7,https://www.coursera.org/,Coursera
236,Data Engineering with Google Cloud,Google Cloud,120000,4.6,https://www.coursera.org/,Coursera
237,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,120000,4.6,https://www.coursera.org/,Coursera
238,Data-driven Decision Making,PwC,120000,4.6,https://www.coursera.org/,Coursera
239,Fundamentals of Project Planning and Management,University of Virginia,120000,4.7,https://www.coursera.org/,Coursera
240,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,120000,4.6,https://www.coursera.org/,Coursera
241,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,120000,4.9,https://www.coursera.org/,Coursera
242,Learn English: Intermediate Grammar,"University of California, Irvine",120000,4.7,https://www.coursera.org/,Coursera
243,Learn to Speak Korean 1,Yonsei University,120000,4.9,https://www.coursera.org/,Coursera
244,Machine Learning with Python,IBM,120000,4.7,https://www.coursera.org/,Coursera
245,Management of Fashion and Luxury Companies,Università Bocconi,120000,4.7,https://www.coursera.org/,Coursera
246,Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,120000,4.7,https://www.coursera.org/,Coursera
247,Robotics,University of Pennsylvania,120000,4.4,https://www.coursera.org/,Coursera
248,The DIY Musician,Berklee College of Music,120000,4.8,https://www.coursera.org/,Coursera
249,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",120000,4.7,https://www.coursera.org/,Coursera
250,Tools for Data Science,IBM,120000,4.6,https://www.coursera.org/,Coursera
251,Understanding Research Methods,SOAS University of London,120000,4.5,https://www.coursera.org/,Coursera
252,Web Applications for Everybody,University of Michigan,120000,4.8,https://www.coursera.org/,Coursera
253,What Is Contemporary Art?,The Museum of Modern Art,120000,4.7,https://www.coursera.org/,Coursera
254,Python Network Programming for Network Engineers (Python 3),Program networks using Python version 3. Learn network programmability with this practical GNS3 and Cisco course,119816,4.7,https://www.udemy.com/course/python-network-programming-for-network-engineers-python-3/,Udemy
255,The Complete Python 3 Course: Go from Beginner to Advanced!,Complete Guide to learning how to program in Python. Go from Beginner to Advanced level in Python with coding exercises!,119767,4.1,https://www.udemy.com/course/learn-python-3-from-beginner-to-advanced/,Udemy
256,Learn Advanced HTML5,HTML5 For Web Development: Quickly Master HTML5 By Building A Project From Scratch,119351,3.9,https://www.udemy.com/course/the-complete-html-5-course-from-scratch/,Udemy
257,The Complete 2020 PHP Full Stack Web Developer Bootcamp,"Learn to build websites with HTML , CSS , JAVASCRIPT , Bootstrap , PHP , MySQL , WordPress , OOP & more!",118325,4.5,https://www.udemy.com/course/the-complete-php-full-stack-web-developer-bootcamp/,Udemy
258,Learn and Understand C++,"Take this course to learn C++ which you can use for ethical hacking, game development, and most software you use daily!",118146,3.9,https://www.udemy.com/course/learn-c-plus-plus-from-beginner-to-advanced/,Udemy
259,Python A-Z™: Python For Data Science With Real Exercises!,"Programming In Python For Data Analytics And Data Science. Learn Statistical Analysis, Data Mining And Visualization",117830,4.6,https://www.udemy.com/course/python-coding/,Udemy
260,"JavaScript, Bootstrap, & PHP - Certification for Beginners","A Comprehensive Guide for Beginners interested in learning JavaScript, Bootstrap, & PHP",117557,4.1,https://www.udemy.com/course/javascript-bootstrap-php-certification-for-beginners/,Udemy
261,Learn Angular 2 from Beginner to Advanced,Learn how to develop web applications using Angular 2,116704,4.4,https://www.udemy.com/course/learn-angular-2-from-beginner-to-advanced/,Udemy
262,iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,Learn iOS 11 App Development From Beginning to End. Using Xcode 9 and Swift 4. Includes Full ARKit and CoreML Modules!,116136,4.6,https://www.udemy.com/course/ios11-app-development-bootcamp/,Udemy
263,"Python Programming Bible | Networking, GUI, Email, XML, CGI","Python 3 is one of the most popular programming languages. Companies like Facebook, Microsoft and Apple all want Python",113872,3.8,https://www.udemy.com/course/pythonv3/,Udemy
264,Learn to Code in Python 3: Programming beginner to advanced,"Python3 programming made easy with exercises, challenges and lots of real life examples. Learn to code today!",113865,4.4,https://www.udemy.com/course/learn-python-programming-a-step-by-step-course-to-beginners/,Udemy
265,Python for beginners - Learn all the basics of python,Learn how to program in python- python functions-python basic apps - python tips and tricks - Other Python features,112773,4.3,https://www.udemy.com/course/python-for-beginners-learn-all-the-basics-of-python/,Udemy
266,Complete Responsive Web Development: 4 courses in 1,"Master yourself in HTML5, CSS3, Bootstrap, jQuery and responsive web development",112532,4.3,https://www.udemy.com/course/responsive-web-development/,Udemy
267,Learn Object Oriented PHP By Building a Complete Website,Quick and Easy Guide to Master OOPs in PHP,112184,4.1,https://www.udemy.com/course/learn-object-oriented-php-by-building-a-complete-website/,Udemy
268,"Advanced CSS and Sass: Flexbox, Grid, Animations and More!","The most advanced and modern CSS course on the internet: master flexbox, CSS Grid, responsive design, and so much more.",110725,4.8,https://www.udemy.com/course/advanced-css-and-sass/,Udemy
269,PHP & MySQL - Certification Course for Beginners,Learn to Build Database Driven Web Applications using PHP & MySQL,110279,4.3,https://www.udemy.com/course/php-mysql-certification-course-for-beginners/,Udemy
270,Achieving Personal and Professional Success,University of Pennsylvania,110000,4.7,https://www.coursera.org/,Coursera
271,AWS Fundamentals: Going Cloud-Native,Amazon Web Services,110000,4.7,https://www.coursera.org/,Coursera
272,Business Statistics and Analysis,Rice University,110000,4.7,https://www.coursera.org/,Coursera
273,Cloud Computing,University of Illinois at Urbana-Champaign,110000,4.4,https://www.coursera.org/,Coursera
274,Data Analysis with Python,IBM,110000,4.7,https://www.coursera.org/,Coursera
275,Databases and SQL for Data Science,IBM,110000,4.7,https://www.coursera.org/,Coursera
276,Dynamic Public Speaking,University of Washington,110000,4.7,https://www.coursera.org/,Coursera
277,Econometrics: Methods and Applications,Erasmus University Rotterdam,110000,4.7,https://www.coursera.org/,Coursera
278,Electronic Music Production,Berklee College of Music,110000,4.8,https://www.coursera.org/,Coursera
279,"English for Science, Technology, Engineering, and Mathematics",University of Pennsylvania,110000,4.8,https://www.coursera.org/,Coursera
280,Entrepreneurship,University of Pennsylvania,110000,4.8,https://www.coursera.org/,Coursera
281,Fundamentals of Quantitative Modeling,University of Pennsylvania,110000,4.6,https://www.coursera.org/,Coursera
282,Fundamentos de Finanzas Empresariales,Universidad de los Andes,110000,4.8,https://www.coursera.org/,Coursera
283,Gamification,University of Pennsylvania,110000,4.8,https://www.coursera.org/,Coursera
284,Introduction to Electronics,Georgia Institute of Technology,110000,4.7,https://www.coursera.org/,Coursera
285,Introduction to the Biology of Cancer,Johns Hopkins University,110000,4.8,https://www.coursera.org/,Coursera
286,Python Basics,University of Michigan,110000,4.8,https://www.coursera.org/,Coursera
287,Sexualidad...mucho más que sexo,Universidad de los Andes,110000,4.8,https://www.coursera.org/,Coursera
288,Software Product Management,University of Alberta,110000,4.6,https://www.coursera.org/,Coursera
289,Tricky American English Pronunciation,"University of California, Irvine",110000,4.7,https://www.coursera.org/,Coursera
290,Practice Java by Building Projects,Ultimate Java interview prep course! 100% focused on applying object-oriented design in real-world applications,109773,4.2,https://www.udemy.com/course/practice-java-by-building-projects/,Udemy
291,"HTML, CSS, & JavaScript - Certification Course for Beginners","A Comprehensive Guide for Beginners interested in learning HTML, CSS, & JavaScript to Build Interactive Web Pages.",109602,4.2,https://www.udemy.com/course/html-css-javascript-certification-course-for-beginners/,Udemy
292,Beginning C++ Programming - From Beginner to Beyond,"Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills needed for game, system, and application development.",108689,4.6,https://www.udemy.com/course/beginning-c-plus-plus-programming/,Udemy
293,Learn Responsive Web Development from Scratch,A Comprehensive Course on Responsive Web Design and Twitter Bootstrap 3,107528,4.4,https://www.udemy.com/course/learn-responsive-web-development-from-scratch/,Udemy
294,Pre-Programming: Everything you need to know before you code,Increase your chance of success learning to code and communicating with other developers,106008,4.6,https://www.udemy.com/course/pre-programming-everything-you-need-to-know-before-you-code/,Udemy
295,Artificial Intelligence in Web Design Certification,"Learn Incredible Web Design, Development Tools and Platforms using Artificial Intelligence (AI) Technology",105689,4.1,https://www.udemy.com/course/artificial-intelligence-website-creation-2018-no-coding/,Udemy
296,Learn JavaScript for Web Development,Advance your Web Development Skills By Learning Javascript from JavaScript Expert!,105440,4.5,https://www.udemy.com/course/javascript-learn-javascript-essentials-and-build-project/,Udemy
297,"Beginner Full Stack Web Development: HTML, CSS, React & Node","Learn web development with HTML, CSS, Bootstrap 4, ES6 React and Node",105345,4.5,https://www.udemy.com/course/ultimate-web/,Udemy
298,The Python Bible™ | Everything You Need to Program in Python,Build 11 Projects and go from Beginner to Pro in Python with the World's Most Fun Project-Based Python Course!,103624,4.6,https://www.udemy.com/course/the-python-bible/,Udemy
299,Learn and Understand NodeJS,"Dive deep under the hood of NodeJS. Learn V8, Express, the MEAN stack, core Javascript concepts, and more.",103558,4.5,https://www.udemy.com/course/understand-nodejs/,Udemy
300,Practical Database Course for Beginners : 6 courses in 1,"Become expert in RDBMS and NoSQL databases with hands on practical examples, exercises. MySQL, MongoDB, Redis, and more",103431,4.2,https://www.udemy.com/course/database-course/,Udemy
301,Learn How To Code: Google's Go (golang) Programming Language,The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers,102840,4.5,https://www.udemy.com/course/learn-how-to-code/,Udemy
